#,プロジェクト,トラッカー,親チケット,親チケットの題名,ステータス,優先度,題名,作成者,担当者,更新日,カテゴリ,対象バージョン,開始日,期日,予定工数,合計予定工数,進捗率,作成日,終了日,最終更新者,関連するチケット,ファイル,実開始日,実終了日,残工数(Lychee),合計残工数(Lychee),プライベート,説明,最新のコメント
164822,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_EVマトリクス専用アプリ化_タグ付け,Oさん,Oさん,2025/04/24 16:06,"",Sprint♯23,2025/04/16,2025/04/25,"","",0,2025/04/21 17:05,2025/04/24 16:06,Aさん,"","",2025/04/21,2025/04/24,0.00,0.00,いいえ,"","2025/4/21 完了
\\es-sv1\各部\制御エンジニアリング部\21.Project\業務アシスタント\public\制御設計AI\02_sprint\sprint#23\No25_EVマトリクス専用アプリ化"
164788,業務アシスタント作成検討,タスク,163873,【API化】プロキシサーバ上で利用先を分岐,終了,通常,利用先分岐のソースコード作成,Cさん,"",2025/05/14 12:57,"",sprint#46,2025/04/15,2025/04/25,"","",0,2025/04/21 14:22,2025/05/14 12:57,Fさん,"","",2025/04/21,2025/05/14,0.00,0.00,いいえ,"",""
164781,MatlabCoDriver,タスク,163921,MatlabCodriver データ変換ツールの利用方法作成,終了,通常,手順書作成,Cさん,"",2025/04/25 09:37,"",sprint#8,2025/04/16,2025/04/22,"","",0,2025/04/21 13:51,2025/04/25 09:37,Bさん,"","",2025/04/21,2025/04/25,0.00,0.00,いいえ,"",""
164780,MatlabCoDriver,タスク,163921,MatlabCodriver データ変換ツールの利用方法作成,終了,通常,doc用のリポジトリを作りツールもそこで管理する,Cさん,"",2025/04/25 09:37,"",sprint#8,2025/04/16,2025/04/22,"","",0,2025/04/21 13:51,2025/04/25 09:37,Bさん,"","",2025/04/21,2025/04/25,0.00,0.00,いいえ,"",""
164759,走行制御DRアシスタント,タスク,"","",終了,通常,フロント側のフローチャート、シーケンス図作成する,Hさん,Hさん,2025/04/23 18:37,"",Sprint#8,2025/04/15,2025/04/21,"","",0,2025/04/21 11:30,2025/04/23 18:37,Fさん,"","",2025/04/21,2025/04/23,0.00,0.00,いいえ,"フローチャート、シーケンス図の作成
・機能別に作成
",シーケンス図作成中
164757,業務アシスタント-制御設計サポートAI,タスク,162494,No25_【リソース作成】リソース作成準備,終了,通常,Functions側の各種設定値まとめ作成,Lさん,"",2025/04/24 16:06,"",Sprint♯23,2025/04/16,2025/04/29,"","",100,2025/04/21 11:08,2025/04/24 16:06,Aさん,"","",2025/04/21,2025/04/24,0.00,0.00,いいえ,"","2025/4/23 Appプラン確定
ASP-assistant-chatbot-001（既存プランを使用する）
ただし、スケールアップする。（premium v3 P2V3）"
164748,業務アシスタント-制御設計サポートAI,タスク,158483,No25_検査パターン作成用エンティティの修正,終了,通常,レビュー,Aさん,Oさん,2025/04/24 16:12,"",Sprint♯23,2025/04/16,2025/04/29,"","",0,2025/04/21 10:46,2025/04/24 16:12,Aさん,"","",2025/04/21,2025/04/24,0.00,0.00,いいえ,"","2025/4/22 developへマージ完了
※CSW情報削除とのコンフリクトを懸念していたが、問題なかった。"
164733,データ化ツール,タスク,"","",終了,通常,【Docデータ化】画面_全体構成検討,Kさん,Bさん,2025/05/28 12:49,"",Sprint#3,2025/05/14,2025/05/27,"","",0,2025/04/21 09:57,2025/05/28 12:49,Iさん,"","",2025/05/28,2025/05/28,0.00,0.00,いいえ,角谷さんの画面設計書がOKいただき次第着手,""
164730,データ化ツール,タスク,"","",終了,通常,【Docデータ化】画面_Redux化検討,Kさん,Bさん,2025/05/12 09:14,"",Sprint#2,2025/04/21,2025/04/25,"","",0,2025/04/21 09:56,2025/05/12 09:14,Bさん,"","",2025/04/22,2025/05/12,0.00,0.00,いいえ,"",""
164727,データ化ツール,タスク,"","",終了,通常,【Docデータ化】検証_プロンプト検証 (分類取得・ページ分け),Kさん,Nさん,2025/05/21 16:51,"",Sprint#2,2025/04/21,2025/04/25,"","",0,2025/04/21 09:54,2025/05/21 16:51,Iさん,"","",2025/04/21,2025/05/21,0.00,0.00,いいえ,各種プロンプト検証。分類、内容＋ページ,""
164726,データ化ツール,タスク,"","",新規,通常,【Docデータ化】検証_DI_IF/IO 資料まとめ,Kさん,Nさん,2025/05/28 12:48,"","",2025/05/14,2025/05/27,"","",0,2025/04/21 09:52,"",Iさん,"","","","","","",いいえ,DI利用時のIF定義、IO、利用オプションを、プロトタイプをもとに確認→資料化,""
164723,データ化ツール,タスク,"","",終了,通常,【Docデータ化】画面_内部レビュ,Kさん,Bさん,2025/06/02 09:47,"",Sprint#4,2025/05/28,2025/06/10,"","",0,2025/04/21 09:48,2025/06/02 09:45,Bさん,"","",2025/06/02,2025/06/02,0.00,0.00,いいえ,"画面できてから実施
",""
164722,データ化ツール,タスク,"","",終了,通常,【Docデータ化】検証結果_内部レビュ,Kさん,Nさん,2025/05/21 16:50,"",Sprint#2,2025/04/21,2025/04/25,"","",0,2025/04/21 09:47,2025/05/21 16:50,Iさん,"","",2025/05/12,2025/05/21,0.00,0.00,いいえ,"",""
164721,データ化ツール,タスク,"","",終了,通常,【Docデータ化】概要設計_内部レビュ,Kさん,Kさん,2025/05/21 16:51,"",Sprint#2,2025/04/21,2025/04/25,"","",0,2025/04/21 09:47,2025/05/21 16:51,Iさん,"","",2025/05/21,2025/05/21,0.00,0.00,いいえ,"",""
164719,データ化ツール,タスク,"","",終了,通常,【Docデータ化】概要設計,Kさん,Kさん,2025/05/21 16:51,"",Sprint#2,2025/04/21,2025/04/25,"","",20,2025/04/21 09:46,2025/05/21 16:51,Iさん,"","",2025/04/23,2025/05/21,0.00,0.00,いいえ,"",IVIS内部叩き作成→修正中
164718,データ化ツール,タスク,"","",終了,通常,【Docデータ化】事前準備_サンプル入手,Kさん,"",2025/04/24 10:35,"",Sprint#2,2025/04/16,2025/04/23,"","",0,2025/04/21 09:42,2025/04/24 10:35,Kさん,"","",2025/04/21,2025/04/24,0.00,0.00,いいえ,大西さんから検証用サンプルを頂く,""
164697,O-Beya（マルチエージェント）,課題,163531,開発課題：何のファイルをどのフォルダに集めるか、ルールが決まっていない（フロントエンド）,終了,通常,フォルダ構成の分離,Eさん,Gさん,2025/05/14 13:00,"",Sprint#19,2025/04/16,2025/04/25,"","",0,2025/04/21 09:09,2025/05/14 13:00,Eさん,"","",2025/04/21,2025/05/14,0.00,0.00,いいえ,"",2025/04/22 IVISレビュー完了
164454,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_【実装】CSW情報取得処理/参照箇所の削除_マージ,Oさん,Oさん,2025/04/24 16:04,"",Sprint♯23,2025/04/16,2025/04/25,"","",100,2025/04/18 13:16,2025/04/24 16:04,Aさん,"","",2025/04/21,2025/04/24,0.00,0.00,いいえ,"Goal：以下の2点
・開発環境のプロンプト（検査パターン）の修正・・・最後のCSW転記部分の削除
・developへのマージ","2025/4/21　以下済。
・開発環境のプロンプト（検査パターン）の修正・・・最後のCSW転記部分の削除
・developへのマージ"
164453,O-Beya（マルチエージェント）,タスク,163534,開発課題：ざっくりどんな内容のファイルや関数かコメントで書いていない,終了,通常,ソースコードに記入,Eさん,Eさん,2025/05/27 18:46,"",Sprint#20,2025/05/07,2025/05/20,"","",0,2025/04/18 12:50,2025/05/27 18:46,Eさん,"","",2025/04/28,2025/05/27,0.00,0.00,いいえ,"",2025/04/28 IVISレビュー依頼
164452,O-Beya（マルチエージェント）,タスク,163534,開発課題：ざっくりどんな内容のファイルや関数かコメントで書いていない,終了,通常,ソースコードのファイル毎に書くコメントを検討,Eさん,Eさん,2025/05/27 18:46,"",Sprint#20,2025/05/07,2025/05/20,"","",0,2025/04/18 12:49,2025/05/27 18:46,Eさん,"","",2025/04/28,2025/05/27,0.00,0.00,いいえ,"","2025/04/28 GitHubCopilotでコメントルール生成とコメント生成
　　　　　 その後、生成されたコメントを確認して必要に応じて修正"
164440,走行制御DRアシスタント,タスク,164427,「step2」webアプリの改善（ベクトル検索）,終了,通常,ベクトル検索(CosmosDB)のお勉強,Fさん,Hさん,2025/04/23 16:32,"",Sprint#8,2025/04/15,2025/04/21,"","",0,2025/04/18 11:25,2025/04/23 16:32,Dさん,"","",2025/04/18,2025/04/23,0.00,0.00,いいえ,"MatlabCodriver側で過去に実施。
⇒ 石田君に概要とソースを確認。",資料作成完了
164439,走行制御DRアシスタント,タスク,164427,「step2」webアプリの改善（ベクトル検索）,終了,通常,システム案の作成,Fさん,Dさん,2025/04/23 16:32,"",Sprint#8,2025/04/15,2025/04/21,"","",0,2025/04/18 11:24,2025/04/23 16:32,Dさん,"","",2025/04/21,2025/04/23,0.00,0.00,いいえ,"",資料作成。内部レビュ依頼中
164427,走行制御DRアシスタント,タスク,"","",終了,通常,「step2」webアプリの改善（ベクトル検索）,Fさん,"",2025/04/23 16:32,"",Sprint#8,2025/04/15,2025/04/21,"",0.00,100,2025/04/18 11:11,2025/04/23 16:32,Dさん,"","",2025/04/18,2025/04/23,0.00,0.00,いいえ,"",""
164398,データ化ツール,タスク,155601,【M365Copilot】② Teams投稿の宛先変更(質問者)調査,終了,通常,個人チャット、メンション方法調査,Cさん,"",2025/05/07 10:35,"",Sprint#2,2025/04/16,2025/04/25,"","",0,2025/04/18 09:53,2025/05/07 10:35,Cさん,"","",2025/04/21,2025/05/07,0.00,0.00,いいえ,"","・webhook変更に当たり、アプリ申請が必要。1～2週間
・クラウドフローを使用して開発する必要あり
・メンション、個人チャットもできるが、投稿元ユーザーを指定する必要あり"
164397,データ化ツール,タスク,155601,【M365Copilot】② Teams投稿の宛先変更(質問者)調査,終了,通常,佐藤さんにteams投稿方法を聞く,Cさん,"",2025/04/21 13:38,"",Sprint#2,2025/04/16,2025/04/25,"","",0,2025/04/18 09:52,2025/04/21 13:38,Cさん,"","",2025/04/21,2025/04/21,0.00,0.00,いいえ,"",2025/04/21
164390,O-Beya（マルチエージェント）,タスク,163548,Redux導入のIVISレビュー,終了,通常,追加の修正（レビュー前）,Eさん,Eさん,2025/05/14 13:00,"",Sprint#19,2025/04/16,2025/04/25,"","",0,2025/04/18 09:26,2025/05/14 13:00,Eさん,"","",2025/04/18,2025/05/14,0.00,0.00,いいえ,"- reduxのstateをpropsから受け取らないようにする
- template-form.tsxのバグ対応",2025/04/22 対応済
164383,MatlabCoDriver,タスク,"","",終了,通常,推論中にモード切替ボタン非活性化(スルーテスト含む),Bさん,Bさん,2025/05/13 14:03,"",sprint#8,2025/04/16,2025/04/22,"","",0,2025/04/18 08:56,2025/05/12 17:07,Bさん,"","",2025/04/18,2025/05/12,0.00,0.00,いいえ,"",大西さんに展開日を知らせる。
164278,業務アシスタント-制御設計サポートAI,タスク,163601,No25_【設計】項目名情報取得用関数_詳細設計(重複削除部分),終了,通常,レビュー,Aさん,"",2025/04/24 16:04,"",Sprint♯23,2025/04/16,2025/04/25,"","",100,2025/04/17 15:37,2025/04/24 16:04,Aさん,"","",2025/04/17,2025/04/24,0.00,0.00,いいえ,"",""
164223,MatlabCoDriver,タスク,"","",終了,通常,スルーテスト修正,Cさん,Bさん,2025/05/12 17:07,"",sprint#8,2025/04/16,2025/04/22,"","",0,2025/04/17 14:01,2025/05/12 17:07,Bさん,"","",2025/04/21,2025/05/12,0.00,0.00,いいえ,初回スルーテストは項目の被りなども多かったので必要なテストを整理する。レビュも含む,""
164203,業務アシスタント-制御設計サポートAI,タスク,"","",終了,通常,No25_プロンプト変更欄を環境ごとに表示・非表示するつくりに改修,Oさん,Oさん,2025/04/24 16:06,"",Sprint♯23,2025/04/16,2025/04/25,"","",80,2025/04/17 13:40,2025/04/24 16:06,Aさん,"","",2025/04/17,2025/04/24,0.00,0.00,いいえ,"Goal：改修→developにマージ

プロンプト変更欄
・ユーザトライ(production)環境：非表示
・田中さん試行(staging)環境：表示

課題：
・デプロイ工数がかさむ
・それぞれで別ソースとしているため、改修が必要になるたびに倍の工数がかかる

対策：
・環境変数にフラグ用意して、そのフラグを見て欄を表示非表示変えるような作りにする

ただし、デプロイ自体の工数削減とはならない。
　理由…productionとstagingはスロットのため、新旧入れ替えて使用するもの。同じモジュールが存在することが無い構成。
　　　　同じモジュールを保つためには両環境にデプロイする必要があるので、デプロイ自体の工数削減にはつながらない。","4/18 Approve
<\\es-sv1\各部\制御エンジニアリング部\21.Project\業務アシスタント\public\制御設計AI\02_sprint\sprint#23\No25_プロンプト変更欄表示非表示制御>
No25_プロンプト変更欄表示非表示制御_改修・動作確認.xlsx"
164165,業務アシスタント作成検討,タスク,"","",新規,通常,各モデルとユースケースのマッピング作成,Fさん,"",2025/04/17 10:55,"","",2025/04/17,"","","",0,2025/04/17 10:55,"","","","","","","","",いいえ,"目標：６月末

4/17の情報共有会でお話。
世の出ているAIモデルの得意不得意をマッピングし持っておきたい。
",""
163942,走行制御DRアシスタント,タスク,"","",終了,通常,「step1」走行制御AIを使った要約(vba) ：レビュ,Fさん,"",2025/04/22 09:04,"",Sprint#8,2025/04/15,2025/04/21,"","",0,2025/04/16 14:36,2025/04/22 09:04,Fさん,"","",2025/04/22,2025/04/22,0.00,0.00,いいえ,"",""
163941,走行制御DRアシスタント,タスク,"","",終了,通常,「step1」走行制御AIを使った要約(vba) ：機能テスト,Fさん,Hさん,2025/04/22 09:04,"",Sprint#8,2025/04/15,2025/04/21,"","",0,2025/04/16 14:36,2025/04/22 09:04,Fさん,"","",2025/04/18,2025/04/22,0.00,0.00,いいえ,"",""
163940,走行制御DRアシスタント,タスク,"","",終了,通常,検討したデータ構成で画面表示を実装_内部レビュ,Fさん,Fさん,2025/04/23 16:32,"",Sprint#8,2025/04/08,2025/04/14,"","",0,2025/04/16 14:34,2025/04/23 16:32,Dさん,"","",2025/04/23,2025/04/23,0.00,0.00,いいえ,"",""
163934,走行制御DRアシスタント,タスク,"","",終了,通常,「step1」走行制御AIを使った要約(vba) ：実装,Fさん,Hさん,2025/04/22 09:04,"",Sprint#8,2025/04/15,2025/04/21,"","",0,2025/04/16 14:00,2025/04/22 09:04,Fさん,"","",2025/04/18,2025/04/22,0.00,0.00,いいえ,"",エクセルマクロ上での実装完了。
163933,業務アシスタント作成検討,タスク,"","",終了,通常,【汎用アプリ】コンテンツフィルタの原因調査,Fさん,Dさん,2025/05/14 12:51,"",sprint#46,2025/04/15,2025/04/25,"","",0,2025/04/16 13:54,2025/05/14 12:51,Fさん,"","",2025/04/21,2025/05/14,0.00,0.00,いいえ,"※CAPT移行とのスケジュール感を見て、対応可否を相談
",CAPT移行とのスケジュール感を見て、対応可否を相談
163932,業務アシスタント作成検討,タスク,"","",終了,通常,【汎用アプリ】内田SK AIでのエラー調査,Fさん,"",2025/04/16 13:59,"",sprint#45,2025/04/01,2025/04/14,"","",0,2025/04/16 13:54,2025/04/16 13:59,Fさん,"","",2025/04/16,2025/04/16,0.00,0.00,いいえ,"",""
163928,O-Beya（マルチエージェント）,タスク,163548,Redux導入のIVISレビュー,終了,通常,指摘事項修正,Eさん,Eさん,2025/05/14 13:00,"",Sprint#19,2025/04/16,2025/04/25,"","",0,2025/04/16 13:47,2025/05/14 13:00,Eさん,"","",2025/04/22,2025/05/14,0.00,0.00,いいえ,"",2025/04/22 対応済
163921,MatlabCoDriver,タスク,"","",終了,通常,MatlabCodriver データ変換ツールの利用方法作成,Bさん,Cさん,2025/04/25 09:37,"",sprint#8,2025/04/16,2025/04/22,"",0.00,100,2025/04/16 12:46,2025/04/25 09:37,Bさん,"","",2025/04/21,2025/04/25,0.00,0.00,いいえ,"",変換ツールが今zipになっている。gitに上げたい。
